diazepam	B-drug
were	O
not	O
altered	O
when	O
diazepam	B-drug
and	O
Cerebyx	B-drug
were	O
concurrently	O
administered	O
in	O
single	O
submaximal	O
doses	O
.	O

The	O
most	O
significant	O
drug	O
interactions	O
following	O
administration	O
of	O
Cerebyx	B-drug
are	O
expected	O
to	O
occur	O
with	O
drugs	B-drug
that	O
interact	O
with	O
phenytoin	B-drug
.	O

Phenytoin	B-drug
is	O
extensively	O
bound	O
to	O
serum	O
plasma	O
proteins	B-drug
and	O
is	O
prone	O
to	O
competitive	O
displacement	O
.	O

Phenytoin	B-drug
is	O
metabolized	O
by	O
hepatic	B-drug
cytochrome	I-drug
P450	I-drug
enzymes	O
and	O
is	O
particularly	O
susceptible	O
to	O
inhibitory	O
drug	O
interactions	O
because	O
it	O
is	O
subject	O
to	O
saturable	O
metabolism	O
.	O

Inhibition	O
of	O
metabolism	O
may	O
produce	O
significant	O
increases	O
in	O
circulating	O
phenytoin	B-drug
concentrations	O
and	O
enhance	O
the	O
risk	O
of	O
drug	O
toxicity	O
.	O

Phenytoin	B-drug
is	O
a	O
potent	O
inducer	O
of	O
hepatic	O
drug	O
-	O
metabolizing	O
enzymes	O
.	O

The	O
most	O
commonly	O
occurring	O
drug	O
interactions	O
are	O
listed	O
below	O
:	O
-	O
Drugs	B-drug
that	O
may	O
increase	O
plasma	O
phenytoin	B-drug
concentrations	O
include	O
:	O
acute	O
alcohol	O
intake	O
,	O
amiodarone	B-drug
,	O
chboramphenicol	O
,	O
chlordiazepoxide	B-drug
,	O
cimetidine	B-drug
,	O
diazepam	B-drug
,	O
dicumarol	B-drug
,	O
disulfiram	B-drug
,	O
estrogens	B-drug
,	O
ethosuximide	B-drug
,	O
fluoxetine	B-drug
,	O
H2-antagonists	O
,	O
halothane	B-drug
,	O
isoniazid	B-drug
,	O
methylphenidate	B-drug
,	O
phenothiazines	B-drug
,	O
phenylbutazone	B-drug
,	O
salicylates	B-drug
,	O
succinimides	B-drug
,	O
sulfonamides	B-drug
,	O
tolbutamide	B-drug
,	O
trazodone	B-drug

.	O

-	O
Drugs	B-drug
that	O
may	O
decrease	O
plasma	O
phenytoin	B-drug
concentrations	O
include	O
:	O
carbamazepine	B-drug
,	O
chronic	O
alcohol	O
abuse	O
,	O
reserpine	B-drug

.	O

-	O
Drugs	B-drug
that	O
may	O
either	O
increase	O
or	O
decrease	O
plasma	O
phenytoin	B-drug
concentrations	O
include	O
:	O
phenobarbital	B-drug
,	O
vaiproic	O
acid	O
,	O
and	O
sodium	B-drug
valproate	I-drug
.	O

Similarly	O
,	O
the	O
effects	O
of	O
phenytoin	B-drug
on	O
phenobarbital	B-drug
,	O
valproic	B-drug
acid	I-drug
and	O
sodium	O
plasma	O
valproate	B-drug
concentrations	O
are	O
unpredictable	O

.	O

-	O
Although	O
not	O
a	O
true	O
drug	O
interaction	O
,	O
tricyclic	B-drug
antidepressants	I-drug
may	O
precipitate	O
seizures	O
in	O
susceptible	O
patients	O
and	O
Cerebyx	B-drug
dosage	O
may	O
need	O
to	O
be	O
adjusted	O

.	O

-	O
Drugs	B-drug
whose	O
efficacy	O
is	O
impaired	O
by	O
phenytoin	B-drug
include	O
:	O
anticoagulants	B-drug
,	O
corticosteroids	B-drug
,	O
coumarin	B-drug
,	O
digitoxin	B-drug
,	O
doxycycline	B-drug
,	O
estrogens	B-drug
,	O
furosemide	B-drug
,	O
oral	B-drug
contraceptives	I-drug
,	O
rifampin	B-drug
,	O
quinidine	B-drug
,	O
theophylline	B-drug
,	O
vitamin	B-drug
D.	O

Monitoring	O
of	O
plasma	O
phenytoin	B-drug
concentrations	O
may	O
be	O
helpful	O
when	O
possible	O
drug	O
interactions	O
are	O
suspected	O
.	O

Drug	B-drug
/	O
Laboratory	O
Test	O
Interactions	O
Phenytoin	B-drug
may	O
decrease	O
serum	O
concentrations	O
of	O
14	O
.	O

It	O
may	O
also	O
produce	O
artifactually	O
low	O
results	O
in	O
dexamethasone	B-drug
or	O
metyrapone	O
tests	O
.	O

Phenytoin	B-drug
may	O
also	O
cause	O
increased	O
serum	O
concentrations	O
of	O
glucose	B-drug
,	O
alkaline	B-drug
phosphatase	I-drug
,	O
and	O
gamma	B-drug
glutamyl	I-drug
transpeptidase	I-drug
(	O
GGT	O
)	O
.	O

Care	O
should	O
be	O
taken	O
when	O
using	O
immunoanalytical	O
methods	O
to	O
measure	O
plasma	O
phenytoin	B-drug
concentrations	O
following	O
Cerebyx	B-drug
administration	O
.	O

PROLEUKIN	B-drug
may	O
affect	O
central	O
nervous	O
function	O
.	O

Therefore	O
,	O
interactions	O
could	O
occur	O
following	O
concomitant	O
administration	O
of	O
psychotropic	B-drug
drugs	I-drug
(	O
e.g.	O
,	O
narcotics	B-drug
,	O
analgesics	B-drug
,	O
antiemetics	B-drug
,	O
sedatives	B-drug
,	O
tranquilizers	B-drug
)	O
.	O

Concurrent	O
administration	O
of	O
drugs	B-drug
possessing	O
nephrotoxic	O
(	O
e.g.	O
,	O
aminoglycosides	B-drug
,	O
indomethacin	B-drug
)	O
,	O
myelotoxic	O
(	O
e.g.	O
,	O
cytotoxic	O
chemotherapy	O
)	O
,	O
cardiotoxic	O
(	O
e.g.	O
,	O
doxorubicin	B-drug
)	O
or	O
hepatotoxic	O
(	O
e.g.	O
,	O
methotrexate	B-drug
,	O
asparaginase	B-drug
)	O
effects	O
with	O
PROLEUKIN	B-drug
may	O
increase	O
toxicity	O
in	O
these	O
organ	O
systems	O
.	O

The	O
safety	O
and	O
efficacy	O
of	O
PROLEUKIN	B-drug
in	O
combination	O
with	O
any	O
antineoplastic	B-drug
agents	I-drug
have	O
not	O
been	O
established	O
.	O

In	O
addition	O
,	O
reduced	O
kidney	O
and	O
liver	B-drug
function	O
secondary	O
to	O
PROLEUKIN	B-drug
treatment	O
may	O
delay	O
elimination	O
of	O
concomitant	O
medications	B-drug
and	O
increase	O
the	O
risk	O
of	O
adverse	O
events	O
from	O
those	O
drugs	B-drug
.	O

Hypersensitivity	O
reactions	O
have	O
been	O
reported	O
in	O
patients	O
receiving	O
combination	O
regimens	O
containing	O
sequential	O
high	O
dose	O
PROLEUKIN	B-drug
and	O
antineoplastic	B-drug
agents	I-drug
,	O
specifically	O
,	O
dacarbazine	B-drug
,	O
cis	B-drug
-	I-drug
platinum	I-drug
,	O
tamoxifen	B-drug
and	O
interferon	B-drug
-	I-drug
alfa	I-drug
.	I-drug

These	O
reactions	O
consisted	O
of	O
erythema	O
,	O
pruritus	O
,	O
and	O
hypotension	O
and	O
occurred	O
within	O
hours	O
of	O
administration	O
of	O
chemotherapy	O
.	O

These	O
events	O
required	O
medical	O
intervention	O
in	O
some	O
patients	O
.	O

Myocardial	O
injury	O
,	O
including	O
myocardial	O
infarction	O
,	O
myocarditis	O
,	O
ventricular	O
hypokinesia	O
,	O
and	O
severe	O
rhabdomyolysis	O
appear	O
to	O
be	O
increased	O
in	O
patients	O
receiving	O
PROLEUKIN	B-drug
and	O
interferon	B-drug
-	I-drug
alfa	I-drug
concurrently	O
.	O

Exacerbation	O
or	O
the	O
initial	O
presentation	O
of	O
a	O
number	O
of	O
autoimmune	O
and	O
inflammatory	O
disorders	O
has	O
been	O
observed	O
following	O
concurrent	O
use	O
of	O
interferon	B-drug
-	I-drug
alfa	I-drug
and	O
PROLEUKIN	B-drug
,	O
including	O
crescentic	O
IgA	O
glomerulonephritis	O
,	O
oculo	O
-	O
bulbar	O
myasthenia	O
gravis	O
,	O
inflammatory	O
arthritis	O
,	O
thyroiditis	O
,	O
bullous	O
pemphigoid	O
,	O
and	O
Stevens	O
-	O
Johnson	O
syndrome	O
.	O

Although	O
glucocorticoids	B-drug
have	O
been	O
shown	O
to	O
reduce	O
PROLEUKIN	B-drug
-	O
induced	O
side	O
effects	O
including	O
fever	O
,	O
renal	O
insufficiency	O
,	O
hyperbilirubinemia	O
,	O
confusion	O
,	O
and	O
dyspnea	O
,	O
concomitant	O
administration	O
of	O
these	O
agents	O
with	O
PROLEUKIN	B-drug
may	O
reduce	O
the	O
antitumor	O
effectiveness	O
of	O
PROLEUKIN	B-drug
and	O
thus	O
should	O
be	O
avoided	O
.	O
12	B-drug
Beta	I-drug
-	I-drug
blockers	I-drug
and	O
other	B-drug
antihypertensives	I-drug
may	O
potentiate	O
the	O
hypotension	O
seen	O
with	O
PROLEUKIN	B-drug
.	O

Delayed	O
Adverse	O
Reactions	O
to	O
Iodinated	O
Contrast	O
Media	O
:	O
A	O
review	O
of	O
the	O
literature	O
revealed	O
that	O
12.6	O
%	O
(	O
range	O
11	O
-	O
28	O
%	O
)	O
of	O
501	O
patients	O
treated	O
with	O
various	O
interleukin-2	B-drug
containing	O
regimens	O
who	O
were	O
subsequently	O
administered	O
radiographic	O
iodinated	O
contrast	O
media	O
experienced	O
acute	O
,	O
atypical	O
adverse	O
reactions	O
.	O

The	O
onset	O
of	O
symptoms	O
usually	O
occurred	O
within	O
hours	O
(	O
most	O
commonly	O
1	O
to	O
4	O
hours	O
)	O
following	O
the	O
administration	O
of	O
contrast	O
media	O
.	O

These	O
reactions	O
include	O
fever	O
,	O
chills	O
,	O
nausea	O
,	O
vomiting	O
,	O
pruritus	O
,	O
rash	O
,	O
diarrhea	O
,	O
hypotension	O
,	O
edema	O
,	O
and	O
oliguria	O
.	O

Some	O
clinicians	O
have	O
noted	O
that	O
these	O
reactions	O
resemble	O
the	O
immediate	O
side	O
effects	O
caused	O
by	O
interleukin-2	B-drug
administration	O
,	O
however	O
the	O
cause	O
of	O
contrast	O
reactions	O
after	O
interleukin-2	O
therapy	O
is	O
unknown	O
.	O

Most	O
events	O
were	O
reported	O
to	O
occur	O
when	O
contrast	O
media	O
was	O
given	O
within	O
4	O
weeks	O
after	O
the	O
last	O
dose	O
of	O
interleukin-2	B-drug
.	O

These	O
events	O
were	O
also	O
reported	O
to	O
occur	O
when	O
contrast	O
media	O
was	O
given	O
several	O
months	O
after	O
interleukin-2	B-drug
treatment	O
.	O

There	O
have	O
been	O
no	O
formal	O
studies	O
of	O
the	O
interaction	O
of	O
LEVULAN	B-drug
KERASTICK	I-drug
for	O
Topical	O
Solution	O
with	O
any	O
other	O
drugs	B-drug
,	O
and	O
no	O
drug	O
-	O
specific	O
interactions	O
were	O
noted	O
during	O
any	O
of	O
the	O
controlled	O
clinical	O
trials	O
.	O

It	O
is	O
,	O
however	O
,	O
possible	O
that	O
concomitant	O
use	O
of	O
other	O
known	O
photosensitizing	B-drug
agents	I-drug
such	O
as	O
griseofulvin	B-drug
,	O
thiazide	B-drug
diuretics	I-drug
,	O
sulfonylureas	B-drug
,	O
phenothiazines	B-drug
,	O
sulfonamides	B-drug
and	O
tetracyclines	B-drug
might	O
increase	O
the	O
photosensitivity	O
reaction	O
of	O
actinic	O
keratoses	O
treated	O
with	O
the	O
LEVULAN	B-drug
KERASTICK	I-drug
for	O
Topical	O
Solution	O
.	O

Specific	O
drug	O
interaction	O
studies	O
have	O
not	O
been	O
conducted	O
with	O
Levofloxacin	B-drug
.	O

However	O
,	O
the	O
systemic	O
administration	O
of	O
some	O
quinolones	B-drug
has	O
been	O
shown	O
to	O
elevate	O
plasma	O
concentrations	O
of	O
theophylline	B-drug
,	O
interfere	O
with	O
the	O
metabolism	O
of	O
caffeine	B-drug
,	O
and	O
enhance	O
the	O
effects	O
of	O
the	O
oral	B-drug
anticoagulant	I-drug
warfarin	I-drug
and	O
its	O
derivatives	B-drug
,	O
and	O
has	O
been	O
associated	O
with	O
transient	O
elevations	O
in	O
serum	O
creatinine	O
in	O
patients	O
receiving	O
systemic	O
cyclosporine	B-drug
concomitantly	O
.	O

The	O
risks	O
of	O
using	O
Anafranil	B-drug
in	O
combination	O
with	O
other	O
drugs	B-drug
have	O
not	O
been	O
systematically	O
evaluated	O
.	O

Given	O
the	O
primary	O
CNS	O
effects	O
of	O
Anafranil	B-drug
,	O
caution	O
is	O
advised	O
in	O
using	O
it	O
concomitantly	O
with	O
other	O
CNS	B-drug
-	I-drug
active	I-drug
drugs	I-drug
.	O

Anafranil	B-drug
should	O
not	O
be	O
used	O
with	O
MAO	B-drug
inhibitors	I-drug
.	O

Close	O
supervision	O
and	O
careful	O
adjustment	O
of	O
dosage	O
are	O
required	O
when	O
Anafranil	B-drug
is	O
administered	O
with	O
anticholinergic	B-drug
or	O
sympathomimetic	B-drug
drugs	I-drug
.	O

Several	O
tricyclic	B-drug
antidepressants	I-drug
have	O
been	O
reported	O
to	O
block	O
the	O
pharmacologic	O
effects	O
of	O
guanethidine	B-drug
,	O
clonidine	B-drug
,	O
or	O
similar	O
agents	O
,	O
and	O
such	O
an	O
effect	O
may	O
be	O
anticipated	O
with	O
CMI	O
because	O
of	O
its	O
structural	O
similarity	O
to	O
other	O
tricyclic	B-drug
antidepressants	I-drug
.	O

The	O
plasma	O
concentration	O
of	O
CMI	O
has	O
been	O
reported	O
to	O
be	O
increased	O
by	O
the	O
concomitant	O
administration	O
of	O
haloperidol	B-drug
;	O

plasma	O
levels	O
of	O
several	O
closely	O
related	O
tricyclic	B-drug
antidepressants	I-drug
have	O
been	O
reported	O
to	O
be	O
increased	O
by	O
the	O
concomitant	O
administration	O
of	O
methylphenidate	B-drug
or	O
hepatic	O
enzyme	B-drug
inhibitors	I-drug
(	O
e.g.	O
,	O
cimetidine	B-drug
,	O
fluoxetine	B-drug
)	O
and	O
decreased	O
by	O
the	O
concomitant	O
administration	O
of	O
hepatic	O
enzyme	O
inducers	O
(	O
e.g.	O
,	O
barbiturates	B-drug
,	O
phenytoin	B-drug
)	O
,	O
and	O
such	O
an	O
effect	O
may	O
be	O
anticipated	O
with	O
CMI	O
as	O
well	O
.	O

Administration	O
of	O
CMI	O
has	O
been	O
reported	O
to	O
increase	O
the	O
plasma	O
levels	O
of	O
phenobarbital	B-drug
,	O
if	O
given	O
concomitantly	O
.	O

Drugs	B-drug
Metabolized	O
by	O
P450	B-drug
2D6	I-drug
:	I-drug
The	O
biochemical	O
activity	O
of	O
the	O
drug	B-drug
metabolizing	O
isozyme	O
cytochrome	O
P450	O
2D6	O
(	O
debrisoquin	B-drug
hydroxylase	I-drug
)	I-drug
is	O
reduced	O
in	O
a	O
subset	O
of	O
the	O
aucasian	O
population	O
(	O
about	O
7%-10	O
%	O
of	O
Caucasians	O
are	O
so	O
-	O
called	O
poor	O
metabolizers	O
)	O
;	O

reliable	O
estimates	O
of	O
the	O
prevalence	O
of	O
reduced	O
P450	B-drug
2D6	I-drug
isozyme	I-drug
activity	O
among	O
Asian	O
,	O
African	O
and	O
other	O
populations	O
are	O
not	O
yet	O
available	O
.	O

Poor	O
metabolizers	O
have	O
higher	O
than	O
expected	O
lasma	B-drug
concentrations	O
of	O
tricyclic	B-drug
antidepressants	I-drug
(	O
TCAs	O
)	O
when	O
given	O
usual	O
doses	O
.	O

Depending	O
on	O
the	O
fraction	O
of	O
drug	B-drug
metabolized	O
by	O
P450	B-drug
2D6	I-drug
,	I-drug
the	O
increase	O
in	O
plasma	O
concentration	O
may	O
be	O
small	O
,	O
or	O
quite	O
large	O
(	O
8	O
fold	O
increase	O
in	O
plasma	O
AUC	O
of	O
the	O
TCA	O
)	O
.	O

In	O
addition	O
,	O
certain	O
drugs	B-drug
inhibit	O
the	O
activity	O
of	O
this	O
isozyme	B-drug
and	O
make	O
normal	O
metabolizers	O
resemble	O
poor	O
metabolizers	O
.	O

An	O
individual	O
who	O
is	O
stable	O
on	O
a	O
given	O
dose	O
of	O
TCAmay	O
become	O
abruptly	O
toxic	O
when	O
given	O
one	O
of	O
these	O
inhibiting	O
drugs	B-drug
as	O
concomitant	O
therapy	O
.	O

The	O
drugs	B-drug
that	O
inhibit	O
cytochrome	B-drug
P450	I-drug
2D6	I-drug
include	O
some	O
that	O
are	O
not	O
metabolized	O
by	O
the	O
enzyme	O
(	O
quinidine	B-drug
;	O

cimetidine	B-drug
)	O
and	O
many	O
that	O
are	O
substrates	O
for	O
P450	B-drug
2D6	I-drug
(	O
many	O
other	O
antidepressants	B-drug
,	O
phenothiazines	B-drug
,	O
and	O
the	O
Type	O
1C	O
antiarrhythmics	O
propafenone	B-drug
and	O
flecainide	B-drug
)	O
.	O

While	O
all	O
the	O
selective	O
serotonin	B-drug
reuptake	I-drug
inhibitors	I-drug
(	O
SSRIs	O
)	O
,	O
e.g.	O
,	O
fluoxetine	B-drug
,	O
sertraline	B-drug
,	O
paroxetine	B-drug
,	O
and	O
fluvoxamine	B-drug
,	O
inhibit	O
P450	B-drug
2D6	I-drug
,	I-drug
they	O
may	O
vary	O
in	O
the	O
extent	O
of	O
inhibition	O
.	O

Fluvoxamine	B-drug
has	O
also	O
been	O
shown	O
to	O
inhibit	O
P450	B-drug
1A2	O
,	O
an	O
isoform	B-drug
also	O
involved	O
in	O
TCAmetabolism	O
.	O

The	O
extent	O
to	O
which	O
SSRI	O
-	O
TCAinteractions	O
may	O
pose	O
clinical	O
problems	O
will	O
depend	O
on	O
the	O
degree	O
of	O
inhibition	O
and	O
the	O
pharmacokinetics	O
of	O
the	O
SSRI	O
involved	O
.	O

Nevertheless	O
,	O
caution	O
is	O
indicated	O
in	O
the	O
co	O
-	O
administration	O
of	O
TCAs	O
with	O
any	O
of	O
the	O
SSRIs	O
and	O
also	O
in	O
switching	O
from	O
one	O
class	O
to	O
the	O
other	O
.	O

Of	O
particular	O
importance	O
,	O
sufficient	O
time	O
must	O
elapse	O
before	O
initiating	O
TCAtreatment	O
in	O
a	O
patient	O
being	O
withdrawn	O
from	O
fluoxetine	B-drug
,	O
given	O
the	O
long	O
half	O
-	O
life	O
of	O
the	O
parent	O
and	O
active	B-drug
metabolite	I-drug
(	O
at	O
least	O
5	O
weeks	O
may	O
be	O
necessary	O
)	O
.	O

Concomitant	O
use	O
of	O
agents	O
in	O
the	O
tricyclic	B-drug
antidepressant	I-drug
class	O
(	O
which	O
includes	O
Anafranil	B-drug
)	O
with	O
drugs	B-drug
that	O
can	O
inhibit	O
cytochrome	B-drug
P450	I-drug
2D6	I-drug
may	O
require	O
lower	O
doses	O
than	O
usually	O
prescribed	O
for	O
either	O
the	O
tricyclic	B-drug
antidepressant	I-drug
agent	O
or	O
the	O
other	O
drug	B-drug
.	O

Furthermore	O
,	O
whenever	O
one	O
of	O
these	O
drugs	B-drug
is	O
withdrawn	O
from	O
co	O
-	O
therapy	O
,	O
an	O
increased	O
dose	O
of	O
tricyclic	B-drug
antidepressant	I-drug
agent	O
may	O
be	O
required	O
.	O

It	O
is	O
desirable	O
to	O
monitor	O
TCAplasma	O
levels	O
whenever	O
an	O
agent	O
of	O
the	O
tricyclic	B-drug
antidepressant	I-drug
class	O
including	O
Anafranil	B-drug
is	O
going	O
to	O
be	O
co	O
-	O
administered	O
with	O
another	O
drug	B-drug
known	O
to	O
be	O
an	O
inhibitor	O
of	O
P450	B-drug
2D6	I-drug
(	O
and/or	O
P450	B-drug
1A2	O
)	O
.	O

Because	O
Anafranil	B-drug
is	O
highly	O
bound	O
to	O
serum	O
protein	B-drug
,	I-drug
the	O
administration	O
of	O
Anafranil	B-drug
to	O
patients	O
taking	O
other	O
drugs	B-drug
that	O
are	O
highly	O
bound	O
to	O
protein	B-drug
(	O
e.g.	O
,	O
warfarin	B-drug
,	O
digoxin	B-drug
)	O
may	O
cause	O
an	O
increase	O
in	O
plasma	O
concentrations	O
of	O
these	O
drugs	B-drug
,	O
potentially	O
resulting	O
in	O
adverse	O
effects	O
.	O

Conversely	O
,	O
adverse	O
effects	O
may	O
result	O
from	O
displacement	O
of	O
protein	O
-	O
bound	O
Anafranil	B-drug
by	O
other	O
highly	O
bound	O
drugs	O
.	O

ELLENCE	B-drug
when	O
used	O
in	O
combination	O
with	O
other	B-drug
cytotoxic	I-drug
drugs	I-drug
may	O
show	O
on	O
-	O
treatment	O
additive	O
toxicity	O
,	O
especially	O
hematologic	O
and	O
gastrointestinal	O
effects	O
.	O

Concomitant	O
use	O
of	O
ELLENCE	B-drug
with	O
other	O
cardioactive	O
compounds	O
that	O
could	O
cause	O
heart	O
failure	O
(	O
e.g.	O
,	O
calcium	B-drug
channel	I-drug
blockers	I-drug
)	O
,	O
requires	O
close	O
monitoring	O
of	O
cardiac	O
function	O
throughout	O
treatment	O
.	O

There	O
are	O
few	O
data	O
regarding	O
the	O
coadministration	O
of	O
radiation	O
therapy	O
and	O
epirubicin	B-drug
.	O

In	O
adjuvant	O
trials	O
of	O
epirubicin	B-drug
-	O
containing	O
CEF-120	O
or	O
FEC-100	O
chemotherapies	O
,	O
breast	O
irradiation	O
was	O
delayed	O
until	O
after	O
chemotherapy	O
was	O
completed	O
.	O

This	O
practice	O
resulted	O
in	O
no	O
apparent	O
increase	O
in	O
local	O
breast	O
cancer	O
recurrence	O
relative	O
to	O
published	O
accounts	O
in	O
the	O
literature	O
.	O

A	O
small	O
number	O
of	O
patients	O
received	O
epirubicin	B-drug
-	O
based	O
chemotherapy	O
concomitantly	O
with	O
radiation	O
therapy	O
but	O
had	O
chemotherapy	O
interrupted	O
in	O
order	O
to	O
avoid	O
potential	O
overlapping	O
toxicities	O
.	O

It	O
is	O
likely	O
that	O
use	O
of	O
epirubicin	B-drug
with	O
radiotherapy	O
may	O
sensitize	O
tissues	O
to	O
the	O
cytotoxic	O
actions	O
of	O
irradiation	O
.	O

Administration	O
of	O
ELLENCE	B-drug
after	O
previous	O
radiation	O
therapy	O
may	O
induce	O
an	O
inflammatory	O
recall	O
reaction	O
at	O
the	O
site	O
of	O
the	O
irradiation	O
.	O

Epirubicin	B-drug
is	O
extensively	O
metabolized	O
by	O
the	O
liver	B-drug
.	O

Changes	O
in	O
hepatic	O
function	O
induced	O
by	O
concomitant	O
therapies	O
may	O
affect	O
epirubicin	B-drug
metabolism	O
,	O
pharmacokinetics	O
,	O
therapeutic	O
efficacy	O
,	O
and/or	O
toxicity	O
.	O

Cimetidine	B-drug
increased	O
the	O
AUC	O
of	O
epirubicin	B-drug
by	O
50	O
%	O
.	O

Cimetidine	B-drug
treatment	O
should	O
be	O
stopped	O
during	O
treatment	O
with	O
ELLENCE	B-drug
.	O

Drug	O
-	O
Laboratory	O
Test	O
Interactions	O
There	O
are	O
no	O
known	O
interactions	O
between	O
ELLENCE	B-drug
and	O
laboratory	O
tests	O
.	O

Lincomycin	B-drug
has	O
been	O
shown	O
to	O
have	O
neuromuscular	O
blocking	O
properties	O
that	O
may	O
enhance	O
the	O
action	O
of	O
other	O
neuromuscular	B-drug
blocking	I-drug
agents	I-drug
.	O

Therefore	O
,	O
it	O
should	O
be	O
used	O
in	O
caution	O
in	O
patients	O
receiving	O
such	O
agents	O
.	O

Antagonism	O
between	O
lincomycin	B-drug
and	O
erythromycin	B-drug
in	O
vitro	O
has	O
been	O
demonstrated	O
.	O

Because	O
of	O
possible	O
clinical	O
significance	O
,	O
the	O
two	O
drugs	B-drug
should	O
not	O
be	O
administered	O
concurrently	O
.	O

Drug	O
Interactions	O
:	O
The	O
central	O
anticholinergic	O
syndrome	O
can	O
occur	O
when	O
anticholinergic	B-drug
agents	I-drug
such	O
as	O
AKINETON	B-drug
are	O
administered	O
concomitantly	O
with	O
drugs	B-drug
that	O
have	O
secondary	O
anticholinergic	B-drug
actions	O
,	O
e.g.	O
,	O
certain	O
narcotic	B-drug
analgesics	I-drug
such	O
as	O
meperidine	B-drug
,	O
the	O
phenothiazines	B-drug
and	O
other	O
antipsychotics	B-drug
,	O
tricyclic	B-drug
antidepressants	I-drug
,	O
certain	O
antiarrhythmics	B-drug
such	O
as	O
the	O
quinidine	B-drug
salts	O
,	O
and	O
antihistamines	B-drug
.	O

Aminoglycosides	B-drug
The	O
mixing	O
of	O
piperacillin	B-drug
with	O
an	O
aminoglycoside	B-drug
in	O
vitro	O
can	O
result	O
in	O
substantial	O
inactivation	O
of	O
the	O
aminoglycoside	B-drug
.	O

Vecuronium	B-drug
When	O
used	O
in	O
the	O
perioperative	O
period	O
,	O
piperacillin	B-drug
has	O
been	O
